id,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,"CUISINE DESCRIPTION",Starred
237,50016060,"SENN THAI COMFORT FOOD",MANHATTAN,452,"AMSTERDAM AVE",10024,2125417755,Thai,FALSE
238,50061233,"ARTICHOKE BASILLE'S PIZZA",MANHATTAN,321,"E 14TH ST",10003,2122282004,Pizza,FALSE
239,41201799,"CHIPOTLE MEXICAN GRILL",MANHATTAN,1221,"6 AVENUE",10020,2125758424,Mexican,FALSE
240,50067671,GINA,MANHATTAN,2028,BROADWAY,10023,2125956900,Other,FALSE
241,41488530,"HANG LEE RESTAURANT",MANHATTAN,666,"WEST  204 STREET",10034,2129420927,Chinese,FALSE
242,50016152,"OPEN KITCHEN",MANHATTAN,33,"E 33RD ST",10016,2128415555,American,FALSE
243,40370856,"OLIVE TREE CAFE & COMEDY CELLAR",MANHATTAN,117,"MAC DOUGAL STREET",10012,2122543480,American,FALSE
244,41151989,"WIMPY'S RESTAURANT",MANHATTAN,1232,"ST NICHOLAS AVENUE",10032,2129288085,American,FALSE
245,50012144,"TRIBECA'S KITCHEN",MANHATTAN,200,"CHURCH ST",10013,2122275100,American,FALSE
246,41447792,"FRESH & CO",MANHATTAN,363,"7 AVENUE",10001,2123337374,American,FALSE
247,41308940,"EMPIRE PIZZA",MANHATTAN,314,"5 AVENUE",10001,2125636081,Pizza,FALSE
248,41612697,"THE LOUISE/SALOON",MANHATTAN,1584,"YORK AVENUE",10028,2125705454,American,FALSE
249,50037658,"HUMMUS KITCHEN",MANHATTAN,1613,"2ND AVE",10028,2129880090,Mediterranean,FALSE
250,41553930,"CITY WINERY",MANHATTAN,155,"VARICK STREET",10013,2126080555,American,FALSE
251,50033231,"JUST SALAD",MANHATTAN,233,BROADWAY,10279,2123555808,Salads,FALSE
252,41117050,"28 NOODLES",MANHATTAN,417,"3 AVENUE",10016,2126792888,Chinese,FALSE
253,41264071,"CAFE CORTADITO",MANHATTAN,210,"EAST    3 STREET",10009,2126143080,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
254,41382908,"SHUN CHEONG iKITCHEN",MANHATTAN,2-4,"WEST 111 STREET",10026,2123488889,Chinese,FALSE
255,50008597,"BY SUZETTE FRENCH CREPES",MANHATTAN,86,"CHAMBERS ST",10007,2122276521,French,FALSE
256,40378136,"BROADWAY RESTAURANT",MANHATTAN,2664,BROADWAY,10025,2128657074,American,FALSE
257,41215734,GYU-KAKU,MANHATTAN,805,"3 AVENUE",10022,2127028816,Japanese,FALSE
258,40745126,"PINOCCHIO RISTORANTE",MANHATTAN,1748,"1 AVENUE",10128,2128285810,Italian,FALSE
259,40825908,"POLANCO RESTAURANT BBQ",MANHATTAN,2421,"ADAM CLAYTON POWELL JR B",10030,2128621090,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
260,50015659,"PARK LANE HOTEL",MANHATTAN,36,"CENTRAL PARK S",10019,2125216217,American,FALSE
261,40401583,"EL REY DE LA CARIDAD",MANHATTAN,973,"AMSTERDAM AVENUE",10025,2122227383,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
262,41561808,"FLAFEL ON BROADWAY",MANHATTAN,3151,BROADWAY,10027,2122222300,"Middle Eastern",FALSE
263,41512057,"LA BERGAMOTE",MANHATTAN,177,"9 AVENUE",10011,2126279010,French,FALSE
264,41164472,"RESTAURANTE ECUATORIANO GENESIS",MANHATTAN,538,"WEST  207 STREET",10034,2129421222,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
265,50014481,MAMAM,MANHATTAN,239,"CENTRE ST",10013,2122260700,French,FALSE
266,41474931,MCDONALD'S,MANHATTAN,12,"PENN STATION",10001,2127366157,American,FALSE
267,50011368,"Burger Heights",MANHATTAN,177,"WADSWORTH AVE",10033,2122035613,American,FALSE
268,40989220,"NHA TRANG RESTAURANT",MANHATTAN,87,"BAXTER STREET",10013,2122335948,Vietnamese/Cambodian/Malaysia,FALSE
269,50063894,RESOBOX,MANHATTAN,203,"W 20TH ST",10011,2122426238,Japanese,FALSE
270,41717184,PIACERE,MANHATTAN,351,"BROOME STREET",10013,2122194080,Italian,FALSE
271,50045953,"EAST VILLAGE THIA RESTAURANT",MANHATTAN,32,"E 7TH ST",10003,2126734610,Thai,FALSE
272,41660507,"HARRY'S ITALIAN",MANHATTAN,225,"MURRAY ST",10282,2126081007,Italian,FALSE
273,50006614,HUERTAS,MANHATTAN,107,"1ST AVE",10003,2122284490,Spanish,FALSE
274,50054438,"LAN SHENG RESTAURANT",MANHATTAN,128,"W 36TH ST",10018,2125758899,Chinese,FALSE
275,40538563,"FOUR SEASONS HOTEL",MANHATTAN,57,"EAST   57 STREET",10022,2128936819,American,FALSE
276,41711831,"CARROT TOP PASTRIES",MANHATTAN,3931,BROADWAY,10032,2129274800,Bakery,FALSE
277,41149249,"SQUIRE DINER",MANHATTAN,80,"BEEKMAN STREET",10038,2122852600,American,FALSE
278,40757539,"CAFE LUKA",MANHATTAN,1319,"1 AVENUE",10021,2125852205,American,FALSE
279,40664122,"PHILLIP MARIE",MANHATTAN,569,"HUDSON STREET",10014,2122426200,American,FALSE
280,50017499,NISI,MANHATTAN,300-302,"BLEECKER ST",10014,2127277463,Seafood,FALSE
281,40781636,ESSEX,MANHATTAN,120,"ESSEX STREET",10002,2125339616,American,FALSE
282,50037647,"G&J'S PIZZERIA",MANHATTAN,1797,"1ST AVE",10128,2036107366,Pizza/Italian,FALSE
283,41704556,"HAVANA SOCIAL",MANHATTAN,688,"10 AVENUE",10019,2129562155,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
284,41116590,SUNITA,MANHATTAN,106,"NORFOLK STREET",10002,2122538860,American,FALSE
285,50045639,"DELIVERY ONLY",MANHATTAN,126,"PEARL ST",10005,2122035944,American,FALSE
286,40785103,"CAFE RUSTICO II",MANHATTAN,25,"WEST   35 STREET",10001,2127361114,Pizza/Italian,FALSE
287,40960423,"EL MAGUEY Y LA TUNA",MANHATTAN,321,"EAST HOUSTON STREET",10002,2124733919,Mexican,FALSE
288,41576311,"PICCOLO CAFE",MANHATTAN,238,"MADISON AVENUE",10016,2124474399,Italian,FALSE
289,41078099,"ORIGINAL RAY'S PIZZA",MANHATTAN,811,"LEXINGTON AVENUE",10065,2122238117,Pizza,FALSE
290,50033451,"INDUSTRY KITCHEN",MANHATTAN,70,"SOUTH ST",10005,2128715602,Italian,FALSE
291,50034210,STREETBIRD,MANHATTAN,2149,"FREDERICK DOUGLASS BOULEVARD",10026,2122062557,American,FALSE
292,41007868,PAX,MANHATTAN,520,"8 AVENUE",10018,2127140555,American,FALSE
293,40545071,"CITY MARKET CAFE",MANHATTAN,178,"5 AVENUE",10010,2122068922,American,FALSE
294,41589763,"BISTRO MARKETPLACE",MANHATTAN,125,"PARK AVENUE",10017,2126613330,Delicatessen,FALSE
295,50009685,ANNABEL,MANHATTAN,809,"9TH AVE",10019,2122452215,Pizza,FALSE
296,41650406,"GRILL 212",MANHATTAN,212,"WEST   80 STREET",10024,2127247455,Jewish/Kosher,FALSE
297,41597814,"ANATOLIA MEDITERRANEAN CUISINE",MANHATTAN,401,"EAST   62 STREET",10065,2122237500,Mediterranean,FALSE
298,40625816,"THE FITZ",MANHATTAN,687,"LEXINGTON AVE",10022,2123550100,American,FALSE
299,41583613,"CHELSEA DELI & PIZZA",MANHATTAN,301,"10 AVENUE",10001,2122440500,Delicatessen,FALSE
300,50004699,"XE LUA RESTAURANT",MANHATTAN,86,"MULBERRY ST",10013,2125778887,Vietnamese/Cambodian/Malaysia,FALSE
301,40386927,"EL AZTECA MEXICAN RESTAURANT",MANHATTAN,783,"9 AVENUE",10019,2123070616,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
302,50065810,"THE MANSFIELD HOTEL",MANHATTAN,12,"W 44TH ST",10036,2122778700,American,FALSE
303,41163073,WAJIMA,MANHATTAN,134,"EAST   61 STREET",10065,2128139065,Japanese,FALSE
304,50003242,"ROUTE 66 AMERICAN BBQ",MANHATTAN,79,"PEARL ST",10004,2129431602,American,FALSE
305,41684926,"THE ORGANIC GRILL",MANHATTAN,123,"1 AVENUE",10003,2124777177,Vegetarian,FALSE
306,40388935,"SAKEBAR DECIBEL",MANHATTAN,240,"EAST    9 STREET",10003,2129792733,Japanese,FALSE
307,50001842,AMAZE,MANHATTAN,401,"EAST 58 STREET",10022,2126888808,Asian,FALSE
308,50018003,"GREEN LIFE JUICE BAR",MANHATTAN,311,"E 76TH ST",10021,2123210744,"Juice, Smoothies, Fruit Salads",FALSE
309,41252384,"ROYAL BANGLADESH INDIAN RESTAURANT",MANHATTAN,93,"1 AVENUE",10003,2126746209,Bangladeshi,FALSE
310,40853175,ALIBABA,MANHATTAN,515,"AMSTERDAM AVENUE",10024,2127876008,Jewish/Kosher,FALSE
311,40402368,"NEW YORK RIFLE CLUB",MANHATTAN,77,"MACDOUGAL STREET",10012,2122542500,Italian,FALSE
312,50016825,"THE WAYLON",MANHATTAN,736,"10TH AVE",10019,2122650010,Tex-Mex,FALSE
313,50012335,"THE BAO",MANHATTAN,13,"SAINT MARKS PL",10003,2123889238,Chinese,FALSE
314,41056164,"CACIO & PEPE",MANHATTAN,182,"2 AVENUE",10003,2125055931,Italian,FALSE
315,50053156,"PANINI GRILL",MANHATTAN,937,"1ST AVE",10022,2123004010,American,FALSE
316,50000828,Patea,MANHATTAN,135,"MOTT STREET",10013,2122266808,CafÃƒÂ©/Coffee/Tea,FALSE
317,41712797,"MING'S DELIGHT",MANHATTAN,594,"3 AVENUE",10016,2129222888,Chinese,FALSE
318,41645764,"MILK BURGER EXPRESS",MANHATTAN,2051,"2 AVENUE",10029,2123601988,Hamburgers,FALSE
319,41556592,"PRIME AT THE BENTLEY",MANHATTAN,500,"EAST   62 STREET",10065,2129339733,Jewish/Kosher,FALSE
320,50000366,"BEYOND SUSHI",MANHATTAN,75,"9th AVE",10011,2129292889,Vegetarian,FALSE
321,41491940,MALAPARTE,MANHATTAN,753,"WASHINGTON STREET",10014,2122552122,Italian,FALSE
322,50035110,"MACARON CAFE",MANHATTAN,152,"W 36TH ST",10018,2125643525,French,FALSE
323,41482939,"NUEVO SABOR RESTAURANT",MANHATTAN,4032,"10 AVENUE",10034,2125671515,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
324,50047475,Sapori,MANHATTAN,105,"MULBERRY ST",10013,2127142113,Italian,FALSE
325,50010981,"Out Latin Food Philly Cheese Steak",MANHATTAN,710,"9TH AVE",10019,2122460867,Mexican,FALSE
326,40376039,"TEVERE 84",MANHATTAN,155,"EAST   84 STREET",10028,2127440210,Jewish/Kosher,FALSE
327,40384340,"FRIEND OF A FARMER",MANHATTAN,77,"IRVING PLACE",10003,2124772188,American,FALSE
328,50009888,"SPICE GRILL",MANHATTAN,48,"W 48TH ST",10036,2122213005,Indian,FALSE
329,50041510,"LITTLE RIVER",MANHATTAN,440,"E 29TH ST",10016,2128101814,American,FALSE
330,41073604,"BIG BOOTY BREAD",MANHATTAN,261,"WEST   23 STREET",10011,2124143056,Bakery,FALSE
331,41337793,"LUIGI PIZZA",MANHATTAN,304,"8 AVENUE",10001,2122422259,Pizza,FALSE
332,41169686,"LASAGNA RESTAURANT",MANHATTAN,941,"2 AVENUE",10022,2123085353,Italian,FALSE
333,41608024,KOBEYAKI,MANHATTAN,293,"7 AVENUE",10001,2122425500,Japanese,FALSE
334,50006106,"EPICE CAFE",MANHATTAN,297,"7TH AVE",10001,2122434673,American,FALSE
335,50018503,"VIVI BUBBLE TEA",MANHATTAN,65,"W 8TH ST",10011,2126581588,Chinese,FALSE
336,40625346,"ROLF'S GERMAN RESTAURANT",MANHATTAN,281,"3 AVENUE",10010,2124774750,German,FALSE
337,41385043,"TERRACE CLUB",MANHATTAN,25,"WEST   51 STREET",10019,2122628100,American,FALSE
338,40589545,"KHYBER PASS",MANHATTAN,34,"ST MARKS PLACE",10003,2124730989,Afghan,FALSE
339,50009001,KLONG,MANHATTAN,7,"SAINT MARKS PL",10003,2125059955,Thai,FALSE
340,50047650,"DESI GALLI",MANHATTAN,172,"AVENUE B",10009,2124753374,Indian,FALSE
341,40949441,"THE SEA GRILL",MANHATTAN,19,"WEST   49 STREET",10020,2123327611,Seafood,FALSE
342,41286921,"CREDIT SUISSE B-2= CAFE",MANHATTAN,11,"MADISON AVENUE",10010,2123252045,American,FALSE
343,50064516,"CROSS CULTURE CHICKEN",MANHATTAN,62,"E 116TH ST",10029,2128603900,African,FALSE
344,41486386,"UMAMI BURGER",MANHATTAN,356,"WEST   58 STREET",10019,2125546000,American,FALSE
345,41483883,"BIZCOCHO DE COLORES",MANHATTAN,241,"SHERMAN AVENUE",10034,2125674747,Bakery,FALSE
346,41529712,"FORK & SPOON",MANHATTAN,7,"WEST   36 STREET",10018,2122443203,Delicatessen,FALSE
347,50013293,LIMANI,MANHATTAN,630,"5TH AVE",10111,2128589200,Mediterranean,FALSE
348,50042069,CARMA,MANHATTAN,507,"E 6TH ST",10009,2122289688,Asian,FALSE
349,40565973,"BAR VIRAGE",MANHATTAN,118,"2 AVENUE",10003,2122530425,American,FALSE
350,41432497,"UP COFFEE",MANHATTAN,2950,BROADWAY,10027,2128546675,American,FALSE
351,41238041,"ROPES & GRAY CAFE",MANHATTAN,1211,"AVENUE OF THE AMERICAS",10036,2125969077,American,FALSE
352,40381420,"VILLAGE YOKOCHO",MANHATTAN,6,"STUYVESANT STREET",10003,2125983041,Japanese,FALSE
353,41405148,"LUCE RESTAURANT & ENOTECA",MANHATTAN,2014,BROADWAY,10023,2127241400,Italian,FALSE
354,41706329,"A SAFFRON THREAD",MANHATTAN,98,"CHAMBERS STREET",10007,2126760313,Indian,FALSE
355,40944982,"NEW GOOD TASTE CHINESE RESTAURANT",MANHATTAN,3371,BROADWAY,10031,2122818898,Chinese,FALSE
356,50005552,"MJ PIZZA",MANHATTAN,1976,"1ST AVE",10029,2129962866,Pizza,FALSE
357,41547788,"PETROSSIAN BOUTIQUE",MANHATTAN,911,"7 AVENUE",10019,2122452217,French,FALSE
358,41554863,"FU ON KITCHEN",MANHATTAN,2419,"ADAM CLAYTON POWELL JR BOULEVARD",10030,2128625660,Chinese,FALSE
359,41329442,"DELISSIMO DELI & CAFE",MANHATTAN,39,"EAST   60 STREET",10022,2125932333,Delicatessen,FALSE
360,50047361,"NOHOHON TEA ROOM",MANHATTAN,9,"SAINT MARKS PL",10003,2123870276,Japanese,FALSE
361,41253814,"U WAY",MANHATTAN,74,"5 AVENUE",10011,2129891313,American,FALSE
362,50004433,"DALI MARKET",MANHATTAN,461,"7TH AVE",10001,2125645544,American,FALSE
363,41337804,"JUST LORRAINE'S PLACE",MANHATTAN,2247,"ADAM CLAYTON POWELL BOULEVARD",10027,2122340720,American,FALSE
364,50003708,"NOODLE Q",MANHATTAN,2,"E BROADWAY",10038,2122198223,Chinese,FALSE
365,40760487,"ROMA PIZZA",MANHATTAN,1568,"3 AVENUE",10128,2123693455,Pizza,FALSE
366,41040849,DISHES,MANHATTAN,6,"EAST   45 STREET",10017,2126875511,American,FALSE
367,50017919,"SMITH'S HELL'S KITCHEN BAR & RESTAURANT",MANHATTAN,701,"8TH AVE",10036,2122472161,American,FALSE
368,41306250,"SIDO GOURMET",MANHATTAN,849,"2 AVENUE",10017,2122863639,Mediterranean,FALSE
369,41604906,"PICCOLO FIORE",MANHATTAN,230,"EAST   44 STREET",10017,2129220581,Italian,FALSE
370,41428124,"FORTY EIGHT LOUNGE",MANHATTAN,1221,"AVENUE OF THE AMERICAS",10020,2125544848,American,FALSE
371,41594932,SUBWAY,MANHATTAN,223,"AVENUE B",10009,2122604206,Sandwiches,FALSE
372,41356747,"LINCOLN PARK BAR & GRILL",MANHATTAN,867,"9 AVENUE",10019,2129742826,American,FALSE
373,41649377,"DUNKIN' DONUTS, HUDSON NEWS",MANHATTAN,2,"PENNSYLVANIA PLAZA",10001,2129716800,American,FALSE
374,41703804,"PENNSYLVANIA 6",MANHATTAN,132,"WEST   31 STREET",10001,2127273666,American,FALSE
375,40378571,"IL CANTINORI RESTAURAUNT",MANHATTAN,32,"EAST   10 STREET",10003,2126736044,Italian,FALSE
376,41623086,"SING KEE SEAFOOD RESTAURANT",MANHATTAN,42,BOWERY,10013,2122338666,Chinese,FALSE
377,41101050,"BAR AMERICAIN",MANHATTAN,152,"WEST   52 STREET",10019,2122659700,American,FALSE
378,41468947,"DUNKIN' DONUTS",MANHATTAN,730,"COLUMBUS AVENUE",10025,2122803396,Donuts,FALSE
379,41654555,"NEW KING WOK RESTAURANT",MANHATTAN,2025,"7 AVENUE",10027,2122222868,Chinese,FALSE
380,41519587,"BLIND BARBER",MANHATTAN,339,"EAST 10 STREET",10009,2122282123,American,FALSE
381,50017157,"EPICERIE BOULOUD",MANHATTAN,1,"W 58TH ST",10019,2127942825,Bakery,FALSE
382,50037179,"NORTH VILLAGE DELI",MANHATTAN,78,"8TH AVE",10011,2122290887,American,FALSE
383,41642333,"242 CAFE BAKERY",MANHATTAN,242,"CANAL STREET",10013,2123432505,Chinese,FALSE
384,41529712,"FORK & SPOON",MANHATTAN,7,"WEST   36 STREET",10018,2122443203,Delicatessen,FALSE
385,50000417,"TACOS GRAND CENTRAL",MANHATTAN,684,"3RD AVENUE",10017,2128675545,Mexican,FALSE
386,41615382,"THE MASALA WALA",MANHATTAN,179,"ESSEX STREET",10002,2123589300,Indian,FALSE
387,41470674,"ONE AND ONE",MANHATTAN,12,"1 AVENUE",10009,2125989126,Irish,FALSE
388,40930067,"A SLICE OF NEW YORK",MANHATTAN,727,"8 AVENUE",10036,2123999555,Pizza,FALSE
389,40643221,"HALE & HEARTY SOUP",MANHATTAN,462,"7 AVENUE",10018,2129710605,"Soups & Sandwiches",FALSE
390,41477055,"PAPASITO MEXICAN GRILL",MANHATTAN,223,"DYCKMAN STREET",10034,2125440001,Mexican,FALSE
391,50047355,"RIO SAMBA RESTAURANT AND BAR",MANHATTAN,1469,"5TH AVE",10035,2129969596,American,FALSE
392,40398045,"MIKES PIZZA",MANHATTAN,415,"SECOND AVENUE",10010,2125325196,Pizza/Italian,FALSE
393,41304245,"MANNA'S RESTAURANT",MANHATTAN,54,"EAST  125 STREET",10035,2123604975,"Soul Food",FALSE
394,50043521,SUBWAY,MANHATTAN,442,"W 45TH ST",10036,2129918945,Sandwiches,FALSE
395,40918543,"MC ANN'S",MANHATTAN,625,"8 AVENUE",10018,2125941374,Irish,FALSE
396,41139255,"HUDSON FOOD COURT",MANHATTAN,333,"HUDSON STREET",10013,2123672192,Delicatessen,FALSE
397,41659206,"SIGGY'S NYC",MANHATTAN,292,"ELIZABETH STREET",10012,2122265775,American,FALSE
398,40910784,"JIMBO'S HAMBURGER PALACE",MANHATTAN,117,"DYCKMAN ST",10040,2129429769,American,FALSE
399,41705612,"PEACEFOOD CAFE DOWNTOWN",MANHATTAN,41,"EAST   11 STREET",10003,2129792288,Vegetarian,FALSE
400,50018348,"EMPIRE III",MANHATTAN,1902,"A C POWELL BLVD",10026,2122808880,Chinese,FALSE
401,50000456,"AA JING",MANHATTAN,689,"9TH AVE",10036,2122450800,Asian,FALSE
402,40950482,"EAMONN'S BAR AND GRILL",MANHATTAN,9,"EAST   45 STREET",10017,2128679013,Irish,FALSE
403,40800557,MCDONALD'S,MANHATTAN,160,BROADWAY,10038,2123852063,Hamburgers,FALSE
404,41307738,"MAD DOG & BEANS",MANHATTAN,83,"PEARL STREET",10004,2122691177,Mexican,FALSE
405,41257879,"METROPOLITAN OPERA",MANHATTAN,0,"LINCOLN CENTER PLAZA",10023,2127993401,American,FALSE
406,41678695,"THE MEATBALL SHOP",MANHATTAN,200,"9TH AVE",10011,2122574363,Sandwiches,FALSE
407,40706408,"BLACK AND WHITE",MANHATTAN,86,"EAST 10 STREET",10003,2122530246,American,FALSE
408,41098217,"RED 58",MANHATTAN,158,"WEST   58 STREET",10019,2122450125,American,FALSE
409,41236497,TUMBAO,MANHATTAN,683,"9 AVENUE",10036,2122659471,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
410,41614210,PETALUMA,MANHATTAN,1356,"1 AVENUE",10021,2127728800,Italian,FALSE
411,50000255,"CHINA SUN",MANHATTAN,1270A,"ST NICHOLAS AVE",10033,2129280800,Chinese,FALSE
412,50047418,"CHEZ MATY ET SOKHNA",MANHATTAN,2249,"ADAM CLAYTON POWELL JR BLVD",10027,2123685005,African,FALSE
413,41634218,"TUE THAI FOOD",MANHATTAN,3,"GREENWICH AVENUE",10014,2129299888,Thai,FALSE
414,41634862,"WORLD YACHT - ST. CHARLES",MANHATTAN,0,"W 41ST ST",10019,2126308187,American,FALSE
415,50011580,"KODAMA SUSHI",MANHATTAN,301,"W 45TH ST",10036,2125828065,Japanese,FALSE
416,40624951,"CAVATAPPO GRILL",MANHATTAN,1712,"FIRST AVENUE",10128,2129879260,Italian,FALSE
417,50037444,"EL PRESIDENTE  RESTAURANT",MANHATTAN,3938,BROADWAY,10032,2129277011,Spanish,FALSE
418,40524833,STARBUCKS,MANHATTAN,1280,"LEXINGTON AVENUE",10028,2124262580,CafÃƒÂ©/Coffee/Tea,FALSE
419,41327489,"EXCHANGE HOTEL",MANHATTAN,129,"FRONT STREET",10005,2127420003,American,FALSE
420,41528486,"LEGEND BAR & RESTAURANT",MANHATTAN,88,"7 AVENUE",10011,2129291778,Chinese,FALSE
421,50011919,"BRICKLANE CURRY HOUSE",MANHATTAN,99,"2ND AVE",10003,2129792900,Indian,FALSE
422,40554183,"BARROW'S PUB",MANHATTAN,463,"HUDSON STREET",10014,2127419349,Irish,FALSE
423,41172734,"JUNIOR'S RESTAURANT",MANHATTAN,1515,BROADWAY,10036,2123022000,American,FALSE
424,41372356,"HILTON NEW YORK MAIN KITCHEN",MANHATTAN,1335,"AVENUE OF THE AMERICAS",10019,2125867000,American,FALSE
425,40750264,"TIMES SQUARE CAFE",MANHATTAN,1535,BROADWAY,10036,2123981900,American,FALSE
426,41298820,"LE PAIN QUOTIDIEN",MANHATTAN,550,"HUDSON STREET",10014,2122552275,Sandwiches,FALSE
427,41690476,"BAIT & HOOK",MANHATTAN,231,"2 AVENUE",10003,2122608015,Seafood,FALSE
428,41193772,"DAKE SUSHI",MANHATTAN,348,"7 AVENUE",10001,2122449100,Japanese,FALSE
429,41408378,"NONNA L.E.S. PIZZERIA",MANHATTAN,105,"CLINTON STREET",10002,2124772708,Pizza/Italian,FALSE
430,50062367,"NEW HAPPY JOY CHINESE KITCHEN",MANHATTAN,760,"10TH AVE",10019,2123075215,Chinese,FALSE
431,40634937,"TRATTORIA I MALATESTA",MANHATTAN,649,"WASHINGTON STREET",10014,2127411207,Italian,FALSE
432,41650149,"83 1/2",MANHATTAN,345,"EAST   83 STREET",10028,2127378312,American,FALSE
433,50018989,"FAIRFIELD INN & SUITES PENN STATION",MANHATTAN,325,"W 33RD ST",10001,2125630900,American,FALSE
434,41502639,STROKOS,MANHATTAN,1121,"ST NICHOLAS AVENUE",10032,2129271171,Delicatessen,FALSE
435,41278735,"PATA NEGRA",MANHATTAN,345,"EAST   12 STREET",10003,2122281696,Tapas,FALSE
436,50002453,"VIN SUR VINGT",MANHATTAN,1140,BROADWAY,10001,2129244442,French,FALSE
437,41707008,"CAFE 45",MANHATTAN,2,"WEST   45 STREET",10036,2129974622,American,FALSE
438,41688363,"KOI SOHO",MANHATTAN,246,"SPRING STREET",10013,2128424550,Japanese,FALSE
439,41720075,"BEACON BAR",MANHATTAN,2130,BROADWAY,10023,2127871100,American,FALSE
440,41182363,"SHAN DONG DUMPLING",MANHATTAN,106,"MOSCO STREET",10013,2126931060,Chinese,FALSE
441,41568286,"BOSIE TEA PARLOR",MANHATTAN,10,"MORTON STREET",10014,2123529900,CafÃƒÂ©/Coffee/Tea,FALSE
442,40835712,FIRENZE,MANHATTAN,1594,"2 AVENUE",10028,2128619368,Italian,FALSE
443,41509130,"3 SHEETS SALOON",MANHATTAN,134,"WEST    3 STREET",10012,2127771733,American,FALSE
444,40620726,"NINO'S RESTAURANT",MANHATTAN,1354,"1 AVENUE",10021,2129880002,Italian,FALSE
445,40394357,"ABITINO'S PIZZA",MANHATTAN,733,"2 AVENUE",10016,2126611919,Pizza,FALSE
446,50005003,DOUGHNUTTERY,MANHATTAN,425,"W 15TH ST",10011,2122243600,American,FALSE
447,40785023,"SAHARA EAST RESTAURANT",MANHATTAN,184,"1 AVENUE",10009,2123539000,"Middle Eastern",FALSE
448,50057699,"GREAT SICHUAN",MANHATTAN,363,"3RD AVE",10016,2126868866,Chinese,FALSE
449,41679211,ZEST,MANHATTAN,249,"BROOME STREET",10002,2126773158,Asian,FALSE
450,41385488,INAKAYA,MANHATTAN,620,"8 AVENUE",10018,2123542195,Japanese,FALSE
451,41246549,ORGANIQUE,MANHATTAN,110,"EAST   23 STREET",10010,2126742229,American,FALSE
452,50059386,"SOUTHERN CROSS COFFEE",MANHATTAN,300,"E 5TH ST",10003,2127279470,CafÃƒÂ©/Coffee/Tea,FALSE
453,40518828,STARBUCKS,MANHATTAN,330,"MADISON AVENUE",10017,2126821880,CafÃƒÂ©/Coffee/Tea,FALSE
454,41542642,"MOLLOY'S IRISH PUB",MANHATTAN,737,"9 AVENUE",10019,2122473400,Irish,FALSE
455,40668380,"WOLF AND LAMB",MANHATTAN,10,"EAST   48 STREET",10017,2123171950,Steak,FALSE
456,50018106,"ONCE UPON A TART",MANHATTAN,135,"SULLIVAN ST",10012,2123878869,American,FALSE
457,50002057,"GRITO MEXICAN GRILL",MANHATTAN,1555,"ST NICHOLAS AVENUE",10040,2127950700,Mexican,FALSE
458,50004713,"BEETLE HOUSE",MANHATTAN,308,"E 6TH ST",10003,2124772400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
459,41397330,"HORUS TOO",MANHATTAN,416,"WEST   46 STREET",10036,2129569661,Egyptian,FALSE
460,41164678,"NIOS RESTAURANT",MANHATTAN,130,"WEST   46 STREET",10036,2124852400,American,FALSE
461,50047801,"SUNFLOWER CAFE",MANHATTAN,676,"AMSTERDAM AVE",10025,2127993415,American,FALSE
462,41497410,"SALAAM BOMBAY",MANHATTAN,319,"GREENWICH STREET",10013,2122269400,Indian,FALSE
463,50003624,"BREAK ROOM",MANHATTAN,83,"BAXTER ST",10013,2122272802,American,FALSE
464,50034192,K'OOK,MANHATTAN,324,"E 6TH ST",10003,2122540300,Korean,FALSE
465,50040296,GAMMEEOK,MANHATTAN,9,"W 32ND ST",10001,2128681180,Korean,FALSE
466,41427683,"HUDSON'S MARKET @ SHERATON NEW YORK",MANHATTAN,811,"7 AVENUE",10019,2128416569,American,FALSE
467,41464512,"Edge Funds Cafe",MANHATTAN,1540,BROADWAY,10036,2127302730,American,FALSE
468,50053193,"JIMBO'S HAMBURGER",MANHATTAN,2048,"AMSTERDAM AVE",10032,2129237300,American,FALSE
469,41719234,"NEW KAM LAI RESTAURANT",MANHATTAN,890,"AMSTERDAM AVENUE",10025,2127498398,Chinese,FALSE
470,41473028,"OLD SICHUAN CUISINE",MANHATTAN,65,"BAYARD STREET",10013,2122279888,Chinese,FALSE
471,50007247,"GOLDEN WOK",MANHATTAN,1770,"AMSTERDAM AVE",10031,2122810808,Chinese,FALSE
472,41600159,"JUMBO'S HAMBURGERS",MANHATTAN,274,"WEST  145 STREET",10039,2124915444,Hamburgers,FALSE
473,50039705,"WOOPS! BAKESHOP",MANHATTAN,93,"WORTH ST",10013,2123431900,CafÃƒÂ©/Coffee/Tea,FALSE
474,50000045,"BURGER JOINT",MANHATTAN,33,"W. 8TH ST",10011,2124321400,Hamburgers,FALSE
